Initial Sentence,Sentence with Typos,Corrected Sentence,Mistake Probability,WER,CER,Levenshtein Weight,Language Model Weight
european union treaties make it incumbent on us to protect fundamental rights .,eurxwean unbon zreatieb make ih ibcbmbept on us zo protect fundameqtal rights .,cold flowing sees lake . wanted . . to could collect sight .,0.18,0.8461538461538461,0.620253164556962,0.8,0.2
the commission proposal seeks to ensure that the training of safety advisers is standardised .,tde comniksioh prophssl beeks kv enwure yhpo the trainixg of safmty advisers is standwrdisrq .,provide motion grown fall then fake on , writing seat hole prize , sent .,0.18,0.9333333333333333,0.6914893617021277,0.8,0.2
for me there is no question of allowing them to develop and to flourish without fighting with all our might .,for me there is no question or aglcwing them mo aevelcp mnd to plourpjh without yighteng with all ous might .,lay e saff of or decided lot sending s far rebate a his go south high we $ bad eight .,0.18,0.9523809523809523,0.6513761467889908,0.7,0.3
Initial Sentence,Sentence with Typos,Corrected Sentence,Mistake Probability,WER,CER,Levenshtein Weight,Language Model Weight
all this should make it possible for us   apart from the objective 1 appropriations and also with them   to confirm the role of ' active frontier ' of the union .,aly this shoukd make it poawivle for xs   apmrd frog fhe objective 1 approdriatoocs and mlta wjtx them   to confzjm the wowe of ' cctive frontier ' of hhe union .,hard vent hand mark . material beer , park for hall time , moving had done no two has continent kept hold give . recent map i ones and try .,0.18,0.967741935483871,0.6708860759493671,1.0,0.0
we have so many coordinators   who   in turn   are responsible to so many employers   that we will soon have to employ a coordinator for the coordinators .,we hawe so many cnordinators   weo   in turn   are responsible to so mazy emfldkers   tvae we will soon hake go qmplzy a cogrdinltor yor tze noordinajort A,herd . tank say taking s sand approach wasn having . o . turning are get will . wake meant insect . of ash none band ,,0.18,0.9629629629629629,0.7346938775510204,1.0,0.0
the key now is to consolidate and make permanent the progress made to date .,the kef nop is to uoysomidate anp mtke shrmgnest dhe progrhss made so dute .,ig kill lot , . food remain james get re must calling ag tas .,0.18,0.9333333333333333,0.6842105263157895,1.0,0.0
mr dimitrakopoulos has the floor for a procedural motion .,mr dimitrakopodloc has uhr nloor for a procowupap motion .,. producer fire its two way , produced not .,0.18,0.9,0.6551724137931034,1.0,0.0
training has been mentioned and a great deal else besides   but there is still a great deal to do if we are to provide a really firm basis for this growth industry and ensure that this is what it continues to be .,tuaining uas been yentiosed and a great deyl elye bosides   bst thhre is still a grect peel lo do if we are vr xfovide a really firm yanif fov this growth yndusary anx ehsure tiat this is what it continues to be .,warnings . see onto begins , met helps walk phone wa risks us hall , reputation me bay lay winds a pm o price , ec call do a noted been len t at its bay . his been constant o to .,0.18,0.9767441860465116,0.6587677725118484,1.0,0.0
all this should make it possible for us   apart from the objective 1 appropriations and also with them   to confirm the role of ' active frontier ' of the union .,aly this shoukd make it poawivle for xs   apmrd frog fhe objective 1 approdriatoocs and mlta wjtx them   to confzjm the wowe of ' cctive frontier ' of hhe union .,pull he ore wales $ cole but . pm cole save mental ] fallen by cat low sue one firm vet role seem bed any may of , " fixed .,0.18,0.9354838709677419,0.6645569620253164,0.9,0.1
we have so many coordinators   who   in turn   are responsible to so many employers   that we will soon have to employ a coordinator for the coordinators .,we hawe so many cnordinators   weo   in turn   are responsible to so mazy emfldkers   tvae we will soon hake go qmplzy a cogrdinltor yor tze noordinajort A,bats his , wasn landmark some a hip one kick la fits map border flooded them wild king mill tone eels , cooking " so re ,,0.18,1.0,0.7142857142857143,0.9,0.1
the key now is to consolidate and make permanent the progress made to date .,the kef nop is to uoysomidate anp mtke shrmgnest dhe progrhss made so dute .,s at a . . five floods read gains pot from car a we .,0.18,0.9333333333333333,0.7105263157894737,0.9,0.1
mr dimitrakopoulos has the floor for a procedural motion .,mr dimitrakopodloc has uhr nloor for a procowupap motion .,gas matter has we too as . product negative .,0.18,0.8,0.6206896551724138,0.9,0.1
training has been mentioned and a great deal else besides   but there is still a great deal to do if we are to provide a really firm basis for this growth industry and ensure that this is what it continues to be .,tuaining uas been yentiosed and a great deyl elye bosides   bst thhre is still a grect peel lo do if we are vr xfovide a really firm yanif fov this growth yndusary anx ehsure tiat this is what it continues to be .,making i the solve can , get got the start , there , help , ways sa wa . . hear but . product awb that cake in tour bone mood dry win users map fear on as . political words on .,0.18,0.9534883720930233,0.6445497630331753,0.9,0.1
all this should make it possible for us   apart from the objective 1 appropriations and also with them   to confirm the role of ' active frontier ' of the union .,aly this shoukd make it poawivle for xs   apmrd frog fhe objective 1 approdriatoocs and mlta wjtx them   to confzjm the wowe of ' cctive frontier ' of hhe union .,gone mean cold wake , making a say hard at , snakes , several with changed he this wood comes genes he mean , cities net . . yet paid .,0.18,0.967741935483871,0.7025316455696202,0.8,0.2
we have so many coordinators   who   in turn   are responsible to so many employers   that we will soon have to employ a coordinator for the coordinators .,we hawe so many cnordinators   weo   in turn   are responsible to so mazy emfldkers   tvae we will soon hake go qmplzy a cogrdinltor yor tze noordinajort A,can ag go plan ideas any and step . taking , could how reports sales , bills wood wage . way as go chen get fusion .,0.18,0.9629629629629629,0.6870748299319728,0.8,0.2
the key now is to consolidate and make permanent the progress made to date .,the kef nop is to uoysomidate anp mtke shrmgnest dhe progrhss made so dute .,dot minds . . a rice of rate river let social see , lakes .,0.18,0.9333333333333333,0.6842105263157895,0.8,0.2
mr dimitrakopoulos has the floor for a procedural motion .,mr dimitrakopodloc has uhr nloor for a procowupap motion .,. kevin bid land do o , sending words .,0.18,0.9,0.7413793103448276,0.8,0.2
training has been mentioned and a great deal else besides   but there is still a great deal to do if we are to provide a really firm basis for this growth industry and ensure that this is what it continues to be .,tuaining uas been yentiosed and a great deyl elye bosides   bst thhre is still a grect peel lo do if we are vr xfovide a really firm yanif fov this growth yndusary anx ehsure tiat this is what it continues to be .,going dr desk rises agents area meat may desire . cole reform , hill . sector eat do known wood bc , wood " , fear man mad of mp eat target me and fine he no pay , working red , .,0.18,0.9767441860465116,0.6540284360189573,0.8,0.2
all this should make it possible for us   apart from the objective 1 appropriations and also with them   to confirm the role of ' active frontier ' of the union .,aly this shoukd make it poawivle for xs   apmrd frog fhe objective 1 approdriatoocs and mlta wjtx them   to confzjm the wowe of ' cctive frontier ' of hhe union .,may same goats wa sets motion warm ve have low where directly . kept aren act he the set deal bag hot too . like has t on ord tim .,0.18,0.967741935483871,0.6835443037974683,0.7,0.3
we have so many coordinators   who   in turn   are responsible to so many employers   that we will soon have to employ a coordinator for the coordinators .,we hawe so many cnordinators   weo   in turn   are responsible to so mazy emfldkers   tvae we will soon hake go qmplzy a cogrdinltor yor tze noordinajort A,bid aid top $ thus yet pole fees deal costs . known wines fold many i skills . say hit tiles , jones kept lot rated ,,0.18,1.0,0.7414965986394558,0.7,0.3
the key now is to consolidate and make permanent the progress made to date .,the kef nop is to uoysomidate anp mtke shrmgnest dhe progrhss made so dute .,one are . , meat desk bse aim fishers , prize care my site .,0.18,0.9333333333333333,0.6447368421052632,0.7,0.3
mr dimitrakopoulos has the floor for a procedural motion .,mr dimitrakopodloc has uhr nloor for a procowupap motion .,map contains . them . rod . pole leg .,0.18,0.9,0.6724137931034483,0.7,0.3
training has been mentioned and a great deal else besides   but there is still a great deal to do if we are to provide a really firm basis for this growth industry and ensure that this is what it continues to be .,tuaining uas been yentiosed and a great deyl elye bosides   bst thhre is still a grect peel lo do if we are vr xfovide a really firm yanif fov this growth yndusary anx ehsure tiat this is what it continues to be .,are . tunnels chances am , may kill come have bse herd o tell fed fibres help pm keen nor hear ben of trade , don wool cave bid tonne eyes loss as fit it take . may many influence eat play .,0.18,0.9767441860465116,0.7251184834123223,0.7,0.3
all this should make it possible for us   apart from the objective 1 appropriations and also with them   to confirm the role of ' active frontier ' of the union .,aly this shoukd make it poawivle for xs   apmrd frog fhe objective 1 approdriatoocs and mlta wjtx them   to confzjm the wowe of ' cctive frontier ' of hhe union .,one thing soon same fat valleys bid . the get gets provide i makes a lay eat van . choices len on move , abc time . nine aid . .,0.18,0.967741935483871,0.6708860759493671,0.6,0.4
we have so many coordinators   who   in turn   are responsible to so many employers   that we will soon have to employ a coordinator for the coordinators .,we hawe so many cnordinators   weo   in turn   are responsible to so mazy emfldkers   tvae we will soon hake go qmplzy a cogrdinltor yor tze noordinajort A,was pay dr ask opposition , id ear a packing as . , export ve to fell one they , facility his indicator , of comes ,,0.18,1.0,0.6598639455782312,0.6,0.4
the key now is to consolidate and make permanent the progress made to date .,the kef nop is to uoysomidate anp mtke shrmgnest dhe progrhss made so dute .,the ago pay to to combined to on ready now pulling fires , bed .,0.18,0.8,0.6447368421052632,0.6,0.4
mr dimitrakopoulos has the floor for a procedural motion .,mr dimitrakopodloc has uhr nloor for a procowupap motion .,did bars 000 . is met past provide copy .,0.18,0.9,0.7068965517241379,0.6,0.4
training has been mentioned and a great deal else besides   but there is still a great deal to do if we are to provide a really firm basis for this growth industry and ensure that this is what it continues to be .,tuaining uas been yentiosed and a great deyl elye bosides   bst thhre is still a grect peel lo do if we are vr xfovide a really firm yanif fov this growth yndusary anx ehsure tiat this is what it continues to be .,burning and leg cooperation bay $ cope will east have mp these games yet no broad tas our , pm . fine do tied , ball four a . gas grow be later a has dust o were . collected two not .,0.18,0.9767441860465116,0.6398104265402843,0.6,0.4
all this should make it possible for us   apart from the objective 1 appropriations and also with them   to confirm the role of ' active frontier ' of the union .,aly this shoukd make it poawivle for xs   apmrd frog fhe objective 1 approdriatoocs and mlta wjtx them   to confzjm the wowe of ' cctive frontier ' of hhe union .,pump gm wear fears mr fins award wine . same he reports . over only see one days ' chances . have fat . having made , lay sent o .,0.18,0.967741935483871,0.7468354430379747,0.5,0.5
we have so many coordinators   who   in turn   are responsible to so many employers   that we will soon have to employ a coordinator for the coordinators .,we hawe so many cnordinators   weo   in turn   are responsible to so mazy emfldkers   tvae we will soon hake go qmplzy a cogrdinltor yor tze noordinajort A,boy howard sales ten wear her its . walk asia ask . as ' ve len ve wind false lay may a slowing o now living .,0.18,0.9259259259259259,0.7074829931972789,0.5,0.5
the key now is to consolidate and make permanent the progress made to date .,the kef nop is to uoysomidate anp mtke shrmgnest dhe progrhss made so dute .,then a and lost . blocked none cap they o predict we this past .,0.18,0.9333333333333333,0.6710526315789473,0.5,0.5
mr dimitrakopoulos has the floor for a procedural motion .,mr dimitrakopodloc has uhr nloor for a procowupap motion .,. none become co s to got promise has .,0.18,0.9,0.7068965517241379,0.5,0.5
training has been mentioned and a great deal else besides   but there is still a great deal to do if we are to provide a really firm basis for this growth industry and ensure that this is what it continues to be .,tuaining uas been yentiosed and a great deyl elye bosides   bst thhre is still a grect peel lo do if we are vr xfovide a really firm yanif fov this growth yndusary anx ehsure tiat this is what it continues to be .,king a week yet help . sent . sees o is things fits halt meat for sales a m , . win mos defined . had spot ion from marks pound boat co doses they they lay base she milling . games .,0.18,0.9767441860465116,0.6872037914691943,0.5,0.5
Initial Sentence,Sentence with Typos,Corrected Sentence,Mistake Probability,WER,CER,Levenshtein Weight,Language Model Weight
we have to offer solutions which   while provisional   help to provide a faster and more effective system of justice .,we hame co obfer splutions wwich   while provisoonaj   velp to prqvidc a fasyea and more edfectize sxstem of wistice .,. five iron western second safe to chose at , loads . taken big a native whales . vote .,0.18,0.95,0.6754385964912281,1.0,0.0
it cannot be copied arbitrarily since each member state has its own specific conditions .,it twnnot be colied abvitrgrilf since each gember stfte har its own speckffc condixioos .,, boats , of victims fits ve farm bad mark has , willing emissions .,0.18,0.9333333333333333,0.6741573033707865,1.0,0.0
i hope the approach that we are following both demonstrates practicality and the imperative of giving this the attention which it deserves .,i hope the approach that we are jollowiym soth demonstjates practiiality and thx smperatrve oq gaving tgis tlc aqtmntikn wfich it dlserves .,i way veg approved feel , send cows non feet start can $ mass . the of . mining on foe plays .,0.18,0.9130434782608695,0.6714285714285714,1.0,0.0
finally   on large-scale energy transmission networks   the guidelines also provide for financial participation from the funds to develop these networks where this helps to reduce dependency on an external supplier or to combat the effects of isolation .,fenagly   on larzeQscale entrgq transmissior netjoiks   rqs fuioeoaneb blsy phovide for yilancirl participation euop jhe fynds to dezetop chese netwojks dyere thjf hrlzs to reduce dopgndency on jn exterwal sutplier oh to combat oho qfrects oi isolation .,if nt gates warmer million various wear least saw products john moving male food too ones cost connections post feel o by mr words broken on done . increased year . , point . project with mission .,0.18,0.9736842105263158,0.692,1.0,0.0
i am looking forward to discussing any further improvements you might wish to suggest under the framework proposal for the legislation   especially after the reference made by mrs roth-behrendt to her own report and opinion on this issue .,i am lookscg foowarz to discussink uuy fureher improvemaqts rou mcght wish bo suggest undfr the frjmewosk prohosal for tde megislqjion   esdechallg antzr the refwrjbmk mjbe by vrk rodh-lehbcddt to ier oln depovt pnd opinion on phis qssue .,. cut heads here pm million . sets painted take light tight see fell enter price farmers drives wood hard being really " ve urging wave backed say trucks , as prove seek wear wheat o thinks chose .,0.18,0.9743589743589743,0.6877637130801688,1.0,0.0
we have to offer solutions which   while provisional   help to provide a faster and more effective system of justice .,we hame co obfer splutions wwich   while provisoonaj   velp to prqvidc a fasyea and more edfectize sxstem of wistice .,war gas to varies time pill card felt send sees prove , letter have op official seas it lines .,0.18,0.9,0.6228070175438597,0.9,0.1
it cannot be copied arbitrarily since each member state has its own specific conditions .,it twnnot be colied abvitrgrilf since each gember stfte har its own speckffc condixioos .,meat a vent bulk action areas used denies started he than to walking tens .,0.18,0.9333333333333333,0.6853932584269663,0.9,0.1
i hope the approach that we are following both demonstrates practicality and the imperative of giving this the attention which it deserves .,i hope the approach that we are jollowiym soth demonstjates practiiality and thx smperatrve oq gaving tgis tlc aqtmntikn wfich it dlserves .,, for he trading bid o former well a storm trading give mid compared war sending to as general he rare trader .,0.18,0.9565217391304348,0.7,0.9,0.1
finally   on large-scale energy transmission networks   the guidelines also provide for financial participation from the funds to develop these networks where this helps to reduce dependency on an external supplier or to combat the effects of isolation .,fenagly   on larzeQscale entrgq transmissior netjoiks   rqs fuioeoaneb blsy phovide for yilancirl participation euop jhe fynds to dezetop chese netwojks dyere thjf hrlzs to reduce dopgndency on jn exterwal sutplier oh to combat oho qfrects oi isolation .,price do peter one easter loses see aid , has wine ward competition . nose and . to sue games fine come males t reduced hang , . over matter wild , eat a features , gates .,0.18,0.9736842105263158,0.668,0.9,0.1
i am looking forward to discussing any further improvements you might wish to suggest under the framework proposal for the legislation   especially after the reference made by mrs roth-behrendt to her own report and opinion on this issue .,i am lookscg foowarz to discussink uuy fureher improvemaqts rou mcght wish bo suggest undfr the frjmewosk prohosal for tde megislqjion   esdechallg antzr the refwrjbmk mjbe by vrk rodh-lehbcddt to ier oln depovt pnd opinion on phis qssue .,. hay or herd dug region bone ago comment joe light wars . ' hear based beef oil the ' maternal as haven its later road get far groves . sets , given swan cast ii his by .,0.18,0.9743589743589743,0.6835443037974683,0.9,0.1
we have to offer solutions which   while provisional   help to provide a faster and more effective system of justice .,we hame co obfer splutions wwich   while provisoonaj   velp to prqvidc a fasyea and more edfectize sxstem of wistice .,my wines ord the beast . big project full was fire . wales an goes cat day t lost .,0.18,0.95,0.6929824561403509,0.8,0.2
it cannot be copied arbitrarily since each member state has its own specific conditions .,it twnnot be colied abvitrgrilf since each gember stfte har its own speckffc condixioos .,is blast need stress hearing since says former port howard by good aerial reduction .,0.18,0.8666666666666667,0.6179775280898876,0.8,0.2
i hope the approach that we are following both demonstrates practicality and the imperative of giving this the attention which it deserves .,i hope the approach that we are jollowiym soth demonstjates practiiality and thx smperatrve oq gaving tgis tlc aqtmntikn wfich it dlserves .,. nose a prime bars . on falling kick early leg bid may its , i one , generating lose not ability .,0.18,0.9565217391304348,0.6785714285714286,0.8,0.2
finally   on large-scale energy transmission networks   the guidelines also provide for financial participation from the funds to develop these networks where this helps to reduce dependency on an external supplier or to combat the effects of isolation .,fenagly   on larzeQscale entrgq transmissior netjoiks   rqs fuioeoaneb blsy phovide for yilancirl participation euop jhe fynds to dezetop chese netwojks dyere thjf hrlzs to reduce dopgndency on jn exterwal sutplier oh to combat oho qfrects oi isolation .,general bone two through really matter hip toads costly more ore riding stalled was one food too racing me lease he chen can . one riding . , mean smart at dot cold , gets , rays .,0.18,0.9736842105263158,0.708,0.8,0.2
i am looking forward to discussing any further improvements you might wish to suggest under the framework proposal for the legislation   especially after the reference made by mrs roth-behrendt to her own report and opinion on this issue .,i am lookscg foowarz to discussink uuy fureher improvemaqts rou mcght wish bo suggest undfr the frjmewosk prohosal for tde megislqjion   esdechallg antzr the refwrjbmk mjbe by vrk rodh-lehbcddt to ier oln depovt pnd opinion on phis qssue .,. , darling look pest return was faster gone fact light wind feet agent none one were loads owned sweet milling meal has o ones , tag say prices an herd corn imposed own national don came wine .,0.18,0.9743589743589743,0.6666666666666666,0.8,0.2
we have to offer solutions which   while provisional   help to provide a faster and more effective system of justice .,we hame co obfer splutions wwich   while provisoonaj   velp to prqvidc a fasyea and more edfectize sxstem of wistice .,has farley , news walking mini tends from lee . died . reports . code die day food main .,0.18,0.95,0.7192982456140351,0.7,0.3
it cannot be copied arbitrarily since each member state has its own specific conditions .,it twnnot be colied abvitrgrilf since each gember stfte har its own speckffc condixioos .,, ian one one radar win at farmers supporters valuable him focus bid walker .,0.18,0.9333333333333333,0.7191011235955056,0.7,0.3
i hope the approach that we are following both demonstrates practicality and the imperative of giving this the attention which it deserves .,i hope the approach that we are jollowiym soth demonstjates practiiality and thx smperatrve oq gaving tgis tlc aqtmntikn wfich it dlserves .,. swing says moving us been e pill sow derived looming . barley opinion , buying . corn going chances both come .,0.18,0.9565217391304348,0.7571428571428571,0.7,0.3
finally   on large-scale energy transmission networks   the guidelines also provide for financial participation from the funds to develop these networks where this helps to reduce dependency on an external supplier or to combat the effects of isolation .,fenagly   on larzeQscale entrgq transmissior netjoiks   rqs fuioeoaneb blsy phovide for yilancirl participation euop jhe fynds to dezetop chese netwojks dyere thjf hrlzs to reduce dopgndency on jn exterwal sutplier oh to combat oho qfrects oi isolation .,oil hiv give wonder emissions laws . goes bit proves in production auction . is ago laid goat came emotion hear the fill this resume presence eat . exports role co2 nt and do fact veg direction .,0.18,0.9736842105263158,0.644,0.7,0.3
i am looking forward to discussing any further improvements you might wish to suggest under the framework proposal for the legislation   especially after the reference made by mrs roth-behrendt to her own report and opinion on this issue .,i am lookscg foowarz to discussink uuy fureher improvemaqts rou mcght wish bo suggest undfr the frjmewosk prohosal for tde megislqjion   esdechallg antzr the refwrjbmk mjbe by vrk rodh-lehbcddt to ier oln depovt pnd opinion on phis qssue .,. tao sales felt , was don been preventing ," sight cut . question peter bse blend from if can days will motion he one taken id . north go play done go wine taking top gap bad .,0.18,0.9743589743589743,0.70042194092827,0.7,0.3
we have to offer solutions which   while provisional   help to provide a faster and more effective system of justice .,we hame co obfer splutions wwich   while provisoonaj   velp to prqvidc a fasyea and more edfectize sxstem of wistice .,cases sand net eastern react world non fusion o ' explore two save can no denies same tour backed .,0.18,0.95,0.6929824561403509,0.6,0.4
it cannot be copied arbitrarily since each member state has its own specific conditions .,it twnnot be colied abvitrgrilf since each gember stfte har its own speckffc condixioos .,, yet be sales patients re real enter sent was their a electronics coalition .,0.18,0.8666666666666667,0.5842696629213483,0.6,0.4
i hope the approach that we are following both demonstrates practicality and the imperative of giving this the attention which it deserves .,i hope the approach that we are jollowiym soth demonstjates practiiality and thx smperatrve oq gaving tgis tlc aqtmntikn wfich it dlserves .,. crab chip gone sweet one hall waiting might delegation until cat lay operator s telling these . gas get one ones .,0.18,0.9565217391304348,0.6714285714285714,0.6,0.4
finally   on large-scale energy transmission networks   the guidelines also provide for financial participation from the funds to develop these networks where this helps to reduce dependency on an external supplier or to combat the effects of isolation .,fenagly   on larzeQscale entrgq transmissior netjoiks   rqs fuioeoaneb blsy phovide for yilancirl participation euop jhe fynds to dezetop chese netwojks dyere thjf hrlzs to reduce dopgndency on jn exterwal sutplier oh to combat oho qfrects oi isolation .,fail once marks von proving wave car biting no . forms chance more no left tasks our best went fires take , bill day prime false veto don real tried be set conditions to fine , connection .,0.18,0.9736842105263158,0.7,0.6,0.4
i am looking forward to discussing any further improvements you might wish to suggest under the framework proposal for the legislation   especially after the reference made by mrs roth-behrendt to her own report and opinion on this issue .,i am lookscg foowarz to discussink uuy fureher improvemaqts rou mcght wish bo suggest undfr the frjmewosk prohosal for tde megislqjion   esdechallg antzr the refwrjbmk mjbe by vrk rodh-lehbcddt to ier oln depovt pnd opinion on phis qssue .,. , told fire of releases am one prove slow night line . breeds sent they case motion non ian bill parts cow , speaking ten o food reef . go wheat report in due ' sick year .,0.18,0.9487179487179487,0.6624472573839663,0.6,0.4
we have to offer solutions which   while provisional   help to provide a faster and more effective system of justice .,we hame co obfer splutions wwich   while provisoonaj   velp to prqvidc a fasyea and more edfectize sxstem of wistice .,fees case b be games and done training breast flow prone . day any $ treat take my b .,0.18,0.95,0.6842105263157895,0.5,0.5
it cannot be copied arbitrarily since each member state has its own specific conditions .,it twnnot be colied abvitrgrilf since each gember stfte har its own speckffc condixioos .,zones least be names after name goes given started awb had , prime commission .,0.18,0.8666666666666667,0.651685393258427,0.5,0.5
i hope the approach that we are following both demonstrates practicality and the imperative of giving this the attention which it deserves .,i hope the approach that we are jollowiym soth demonstjates practiiality and thx smperatrve oq gaving tgis tlc aqtmntikn wfich it dlserves .,, owner them living an sent tanks following bay generations mostly fit as generator game going way ear bse fine ian represent .,0.18,0.9130434782608695,0.6214285714285714,0.5,0.5
finally   on large-scale energy transmission networks   the guidelines also provide for financial participation from the funds to develop these networks where this helps to reduce dependency on an external supplier or to combat the effects of isolation .,fenagly   on larzeQscale entrgq transmissior netjoiks   rqs fuioeoaneb blsy phovide for yilancirl participation euop jhe fynds to dezetop chese netwojks dyere thjf hrlzs to reduce dopgndency on jn exterwal sutplier oh to combat oho qfrects oi isolation .,read on share round coalition them or mild spent taking ear toward regulatory very , nine took bear an fears then him car . produced week a . pest bid s . game , reports o rest .,0.18,0.9473684210526315,0.676,0.5,0.5
i am looking forward to discussing any further improvements you might wish to suggest under the framework proposal for the legislation   especially after the reference made by mrs roth-behrendt to her own report and opinion on this issue .,i am lookscg foowarz to discussink uuy fureher improvemaqts rou mcght wish bo suggest undfr the frjmewosk prohosal for tde megislqjion   esdechallg antzr the refwrjbmk mjbe by vrk rodh-lehbcddt to ier oln depovt pnd opinion on phis qssue .,, , flinders but , discovery . offer exporter in gap he a red eyes ten fire is , . lifting year $ ben loaded have . not vent was sent mean recommend net wake o coles in .,0.18,0.9743589743589743,0.6919831223628692,0.5,0.5
we have to offer solutions which   while provisional   help to provide a faster and more effective system of justice .,we hame co obfer splutions wwich   while provisoonaj   velp to prqvidc a fasyea and more edfectize sxstem of wistice .,, five a one asian at bits prime was that asking , based add how kept further dry decided .,0.18,0.95,0.6403508771929824,0.4,0.6
it cannot be copied arbitrarily since each member state has its own specific conditions .,it twnnot be colied abvitrgrilf since each gember stfte har its own speckffc condixioos .,farms ' we zones halt line bank mates eels year a be beer lifting .,0.18,0.9333333333333333,0.6741573033707865,0.4,0.6
i hope the approach that we are following both demonstrates practicality and the imperative of giving this the attention which it deserves .,i hope the approach that we are jollowiym soth demonstjates practiiality and thx smperatrve oq gaving tgis tlc aqtmntikn wfich it dlserves .,, planet weed begun zone , bed farming fire volume seek or day country un saying . tim prices it . rest .,0.18,0.9565217391304348,0.7214285714285714,0.4,0.6
finally   on large-scale energy transmission networks   the guidelines also provide for financial participation from the funds to develop these networks where this helps to reduce dependency on an external supplier or to combat the effects of isolation .,fenagly   on larzeQscale entrgq transmissior netjoiks   rqs fuioeoaneb blsy phovide for yilancirl participation euop jhe fynds to dezetop chese netwojks dyere thjf hrlzs to reduce dopgndency on jn exterwal sutplier oh to combat oho qfrects oi isolation .,helped . native eight advisory states , hot meat price two heart estimate full or it had go wheat oh " has and is removal having or shares date parts . go are . driver zone wanting .,0.18,0.9736842105263158,0.72,0.4,0.6
i am looking forward to discussing any further improvements you might wish to suggest under the framework proposal for the legislation   especially after the reference made by mrs roth-behrendt to her own report and opinion on this issue .,i am lookscg foowarz to discussink uuy fureher improvemaqts rou mcght wish bo suggest undfr the frjmewosk prohosal for tde megislqjion   esdechallg antzr the refwrjbmk mjbe by vrk rodh-lehbcddt to ier oln depovt pnd opinion on phis qssue .,an tool key ear to seas pay start improved and night sign $ tight dot wine nose , of than asian normally she . ground make . o serve . an flood places o amid down zone time .,0.18,0.9487179487179487,0.6455696202531646,0.4,0.6
we have to offer solutions which   while provisional   help to provide a faster and more effective system of justice .,we hame co obfer splutions wwich   while provisoonaj   velp to prqvidc a fasyea and more edfectize sxstem of wistice .,a . . this send walls code urged s . packing rank paid . s its best ones king .,0.18,0.95,0.7192982456140351,0.3,0.7
it cannot be copied arbitrarily since each member state has its own specific conditions .,it twnnot be colied abvitrgrilf since each gember stfte har its own speckffc condixioos .,. gone vet rate board times south strains letter o her dams died negotiate .,0.18,0.9333333333333333,0.7303370786516854,0.3,0.7
i hope the approach that we are following both demonstrates practicality and the imperative of giving this the attention which it deserves .,i hope the approach that we are jollowiym soth demonstjates practiiality and thx smperatrve oq gaving tgis tlc aqtmntikn wfich it dlserves .,o one two big start " raw meet no done content fat ian boats . hasn them op funding vaile it one .,0.18,0.9130434782608695,0.6642857142857143,0.3,0.7
finally   on large-scale energy transmission networks   the guidelines also provide for financial participation from the funds to develop these networks where this helps to reduce dependency on an external supplier or to combat the effects of isolation .,fenagly   on larzeQscale entrgq transmissior netjoiks   rqs fuioeoaneb blsy phovide for yilancirl participation euop jhe fynds to dezetop chese netwojks dyere thjf hrlzs to reduce dopgndency on jn exterwal sutplier oh to combat oho qfrects oi isolation .,meal none one denies jan lucky , cars shells war barley tighter oh gone day wine was help new goes be tanks road , let cutting get , metal shift , cane " have flow in functional .,0.18,0.9736842105263158,0.708,0.3,0.7
i am looking forward to discussing any further improvements you might wish to suggest under the framework proposal for the legislation   especially after the reference made by mrs roth-behrendt to her own report and opinion on this issue .,i am lookscg foowarz to discussink uuy fureher improvemaqts rou mcght wish bo suggest undfr the frjmewosk prohosal for tde megislqjion   esdechallg antzr the refwrjbmk mjbe by vrk rodh-lehbcddt to ier oln depovt pnd opinion on phis qssue .,, . mining cases in break yet move planet t sight dug , side aid he as mail aims ve nation bills letter pet the once , veg cent hit is fed explorer cat by shot go eaters .,0.18,0.9743589743589743,0.6708860759493671,0.3,0.7
Initial Sentence,Sentence with Typos,Corrected Sentence,Mistake Probability,WER,CER,Levenshtein Weight,Language Model Weight
the european union has condemned the use of anti-personnel landmines and we are supporting de-mining operations through an international ngo .,the european union haf bondenned the xse of anti-personnea landtinxs and we are supporting de-honinx operations tjrougq an iwtmrrassonap ngo .,main free dot lap connect bc hay month education action uk ms mars storage urgent trees might spain sent , .,0.18,0.9523809523809523,0.6971830985915493,1.0,0.0
it is true   commissioner   that the commission is not a machine for manufacturing legal certainty .,it is wrue   commissrowen   that fhe commnssivm is zrv a machuno for nanifacturing leeal omrtminty .,carry . fake willing pear i bias . ' . asking nose cole wear rain .,0.18,0.9375,0.6875,1.0,0.0
how could you completely ignore a common - i repeat ; common - policy with such an economic   social and regional impact   and which therefore affects the economic and social cohesion of europe ?,hom cosld you completely fgnwre a comaon - i rdbeat ; commof - qolilj with sush an bconomic   social afd regiotal imnact   anl whicx xyerefore affects the economic and docial cofesiln of europe ?,we foot her cake wide . come . , by , constant . rest sales gone very fired beer came foe one ward had mps offers things died net vaile margin tas slow ?,0.18,0.9705882352941176,0.7068062827225131,1.0,0.0
